"","title","...5","...6","...7","...8","...9","...10"
"56","KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT","DOC_ID:  380.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  12-12-1992 
 LOCATION:  ABILA, Kronos 
 
 
The Government of Kronos is currently planning some of the world's most generous tax breaks for gas investments. 
The Government of Kronos is pitching the plan as a win-win situation given that the high-income countries will be struggling to discover and exploit ever-dwindling supplies of fossil-fuels and the developing Kronos needs income, infrastructure, and cheap energy.
 
","DOC_ID:  611.txt 
 SOURCE:  The World 
 AUTHOR:   
 PUBLISHED:  11-12-1992 
 LOCATION:  ABILA, Kronos 
 
 
The Government of Kronos is currently planning some of the world's most generous tax breaks for gas investments. This will help create ""cheap energy"" that can give the developing country a competitive advantage and a leg up in the government's push to modernize.
As high-income countries from Europe and the United States race to take advantage of existing and potential gas deposits, Kronos is planning to provide incentives such as reducing corporate and individual tax, preferential tariffs, and derogations from regulations as well as cheap, but eager work force.
The Government of Kronos is pitching the plan as a win-win situation given that the high-income countries will be struggling to discover and exploit ever-dwindling supplies of fossil-fuels and the developing Kronos needs income, infrastructure, and cheap energy.
Look for energy companies to flock to Kronos.
 
","DOC_ID:  473.txt 
 SOURCE:  Who What News 
 AUTHOR:   
 PUBLISHED:  12-12-1992 
 LOCATION:  ABILA, Kronos 
 
 
The Government of Kronos is currently planning some of the world's most generous tax breaks for gas investments. 
As high-income countries from Europe and the United States race to take advantage of existing and potential gas deposits, Kronos is planning to provide incentives such as reducing corporate and individual tax, preferential tariffs, and derogations from regulations as well as cheap, but eager work force. 
The Government of Kronos is pitching the plan as a win-win situation given that the high-income countries will be struggling to discover and exploit ever-dwindling supplies of fossil-fuels and the developing Kronos needs income, infrastructure, and cheap energy.
 
","","",""
"57","KRONOS POLICE ARREST BLOTTER - ABILA","DOC_ID:  37.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  23-11-2011 
 LOCATION:  ABILA, Kronos 
 
 
AWELON, CYNTHE / DOB: 3/20/1981 / Time of Arrest: 0003 hrs / Accused of: DRUG PARAPHERNALIA  
BLUMIAU, WILLEM / DOB: 2/15/1995 / Time of Arrest: 2215 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE (HASHISH); PEDESTRN SUBJECT TO SIGNAL 
CUSEMA, BRITA / DOB: 1/7/1992 / Time of Arrest: 2205 hrs / Accused of: THEFT SHOPLIFTING-5TH DEGREE 
DUNNA, THAD / DOB: 9/20/1974 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE 
GUDENZ, KEL / DOB: 7/2/1995 / Time of Arrest: 1630 hrs / Accused of: FAILURE TO MAINTAIN CONTROL; DWLU 
HOLANDE, ANDA / DOB: 3/26/1981 / Time of Arrest: 0003 hrs / Accused of: IMPROPER BRAKE LIGHT 
KIBALIAU, IYAN / DOB: 4/3/1994 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE 
MORDECAI, FRANCISCO / DOB: 3/17/1971 / Time of Arrest: 2215 hrs / Accused of: PUBLIC INTOXICATION; POSSESSION OF CONTROLLED SUBSTANCE (Heroin) 
PEAIRS, MELSHA / DOB: 8/31/1952 / Time of Arrest: 1330 hrs / Accused of: FORGERY 
LOCATION: SALANIAU, FERDINAND / DOB: 2/17/1982 / Time of Arrest: 0832 hrs / Accused of: THEFT ALL OTHER
SALANIAU, FERDINAND / DOB: 2/17/1982 / Time of Arrest: 0832 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE;
 
","DOC_ID:  323.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  23-11-2011 
 LOCATION:  ABILA, Kronos 
 
 
AWELON, CYNTHE / DOB: 3/20/1981 / Time of Arrest: 0003 hrs / Accused of: DRUG PARAPHERNALIA  
BLUMIAU, WILLEM / DOB: 2/15/1995 / Time of Arrest: 2215 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE (HASHISH); PEDESTRN SUBJECT TO SIGNAL 
CUSEMA, BRITA / DOB: 1/7/1992 / Time of Arrest: 2205 hrs / Accused of: THEFT SHOPLIFTING-5TH DEGREE 
DUNNA, THAD / DOB: 9/20/1974 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE 
GUDENZ, KEL / DOB: 7/2/1995 / Time of Arrest: 1630 hrs / Accused of: FAILURE TO MAINTAIN CONTROL
 
","DOC_ID:  696.txt 
 SOURCE:  The Abila Post 
 AUTHOR:   
 PUBLISHED:  22-11-2011 
 LOCATION:   
 
 
AWELON, CYNTHE / DOB: 3/20/1981 / Time of Arrest: 0003 hrs / Accused of: DRUG PARAPHERNALIA 
BLUMIAU, WILLEM / DOB: 2/15/1995 / Time of Arrest: 2215 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE (HASHISH); FOREIGN WARRANT 
BODROGI, CARMINE / 12/1/1993 / Time of Arrest: 0230 hrs / Accused of: POSSESSION OF CONTROLLED SUBSTANCE (MDMC); INTENT TO DELIVER CONTROLLED SUBSTANCE (MDMC)
COARDA, SEVE / DOB: 5/13/1979 / Time of Arrest: 1248 hrs / Accused of: PEDESTRN FAILING TO USE CROSSWALK; PEDESTRN SUBJECT TO SIGNAL
CUSEMA, BRITA / DOB: 1/7/1992 / Time of Arrest: 2205 hrs / Accused of: THEFT SHOPLIFTING-5TH DEGREE
DUNNA, THAD / DOB: 9/20/1974 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE
GUDENZ, KEL / DOB: 7/2/1995 / Time of Arrest: 1630 hrs / Accused of: FAILURE TO MAINTAIN CONTROL; DWLU
HOLANDE, ANDA / DOB: 3/26/1981 / Time of Arrest: 0003 hrs / Accused of: IMPROPER BRAKE LIGHT
KIBALIAU, IYAN / DOB: 4/3/1994 / Time of Arrest: 1500 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE
MORDECAI, FRANCISCO / DOB: 3/17/1971 / Time of Arrest: 2215 hrs / Accused of: PUBLIC INTOXICATION; POSSESSION OF CONTROLLED SUBSTANCE (Heroin)
PEAIRS, MELSHA / DOB: 8/31/1952 / Time of Arrest: 1330 hrs / Accused of: FORGERY
SALANIAU, FERDINAND / DOB: 2/17/1982 / Time of Arrest: 0832 hrs / Accused of: THEFT ALL OTHER-3RD DEGREE; POSSESSION OF CONTROLLED SUBSTANCE (MDMA)
 
","","",""
"58","Kronos protests break out in violence","DOC_ID:  506.txt 
 SOURCE:  International Times 
 AUTHOR:   
 PUBLISHED:  12-11-2013 
 LOCATION:   
 
 
Journalist Shawn Pastorini says ""lack of respect"" is fuelling the protests
<< Continue reading the main story >>	
Demonstrators in Abilia, Kronos have set fire to government buildings, in another round of unrest in this torn city
Dozens of people have been injured in protests over perceived government corruption and perceived inability of politicians to improve the situation.
Police used rubber bullets and tear gas to quell unrest in the capital Abila . Black smoke could be seen coming from the presidency compound in Abila.
<< Continue reading the main story >>	
A Protectors of Kronos spokesperson stated ""In Kronos the legacies of the environmental neglect and lack of concern for the people mean that few even hope for change anymore. For this reason, anger has been simmering for years, but now it has boiled over""
Police used water to disperse the protesters who were throwing stones at the building. There were also reports of an attempted storming of the office.
""People protest because they are suffering, because they don't have medical help. We demand the government resign,"" Terek Kamal, a truck driver, told the Times.
The unrest began in Abila earlier in the week, with protests over the dismissal of several Kronosian employees from energy giant GAStech International.  GAStech has its roots in Tethys, although many directors live in Kronos.
This appears to be a case of simmering frustration boiling over.
The administration is highly supportive of GAStech and its tax income to the government coffers - yet seems to ignore any pressing issues but its own above-average pay packets.
The environmental  situation is desperate. Hundreds of rural citizens are suffering major illnesses apparently caused by exposure to GAStech waste streams, although this has not been official substantiated or acknowledge by either the company or government. 
That is what sparked the initial protests in Abila - but empathy with their cause brought demonstrators out in towns across Kronos.  Initially peaceful, these protest are now increasingly violent, and both police and citizens are caught in sometime fatal crossfire.  
Kronos President  Dorel Kapelou II is quoted as saying he would be calling an urgent meeting of the top leadership to address the ""terrorist threat to peace"" in the country. 
","DOC_ID:  446.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  13-11-2013 
 LOCATION:   
 
 
Journalist Shawn Pastorini says ""lack of respect"" is fuelling the protests 
<< Continue reading the main story >>  
Demonstrators in Abilia, Kronos have set fire to government buildings, in another round of unrest in this torn city 
Dozens of people have been injured in protests over perceived government corruption and perceived inability of politicians to improve the situation. Hundreds of rural citizens are suffering major illnesses apparently caused by exposure to GAStech waste streams, although this has not been official substantiated or acknowledge by either the company or government.  
That is what sparked the initial protests in Abila - but empathy with their cause brought demonstrators out in towns across Kronos.
 
","","","",""
"59","LACK OF DETAILS MARS GOVERNMENT INTENTIONS","DOC_ID:  152.txt 
 SOURCE:  All News Today 
 AUTHOR:   
 PUBLISHED:  02-02-1993 
 LOCATION:  ABILA, Kronos 
 
 
In a glitzy press conference late last year President Luis Araullo announced a historic set of tax incentives intended to bring foreign investment to Kronos under the guise creating jobs, providing cheap energy and building infrastructure.  Following the 86-14 vote last month the Minister of the Interior Tomas Sarto lauded the decision as ""landmark"" and ""bettering the people"".  The crafters of these revolutionary measures neglected to include a detailed plan about how this windfall would benefit everyday Kronosians.  When the first payment from these foreign company lands in the state coffers, how will these funds be dispersed?
 
","DOC_ID:  681.txt 
 SOURCE:  Homeland Illumination 
 AUTHOR:  Petrus Gerhard 
 PUBLISHED:  02-02-1993 
 LOCATION:  ABILA, Kronos 
 
 
In a glitzy press conference late last year President Luis Araullo announced a historic set of tax incentives intended to bring foreign investment to Kronos under the guise creating jobs, providing cheap energy and building infrastructure.  Following the 86-14 vote last month the Minister of the Interior Tomas Sarto lauded the decision as ""landmark"" and ""bettering the people"".
We shall see.  The crafters of these revolutionary measures neglected to include a detailed plan about how this windfall would benefit everyday Kronosians.  When the first payment from these foreign company lands in the state coffers, how will these funds be dispersed?
One wonders:  Did the 14 who opposed the measure feel the same way?  Were they also wondering exactly how this money would be funneled into education, improvements in roads, utilities and healthcare?
Calls to the offices of the President were not returned.
 
","DOC_ID:  639.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  03-02-1993 
 LOCATION:  ABILA, Kronos 
 
 
In a glitzy press conference late last year President Luis Araullo announced a historic set of tax incentives intended to bring foreign investment to Kronos under the guise creating jobs, providing cheap energy and building infrastructure.
 
","","",""
"60","LANDSLIDE VICTORY FOR PRESIDENT KAPELOU","DOC_ID:  403.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  02-10-2000 
 LOCATION:  ABILA, Kronos 
 
 
The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II. 
The results for the 1 October election are as follows: Dorel Kapelou II elected with 62% of the vote and Luis Araullo receiving just 36% of the vote. A resounding victory for the new elected President and a clear mandate for Kapelou's vision for the country.
 
","DOC_ID:  410.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  02-10-2000 
 LOCATION:  ABILA, Kronos 
 
 
The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II.
 
","DOC_ID:  477.txt 
 SOURCE:  The Abila Post 
 AUTHOR:   
 PUBLISHED:  20-02-2000 
 LOCATION:  ABILA, Kronos 
 
 
The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II. Today marks a new dawn for the people of Kronos and a bright path forward for the country.
The results for the 1 October election are as follows: Dorel Kapelou II elected with 62% of the vote and Luis Araullo receiving just 36% of the vote. A resounding victory for the new elected President and a clear mandate for Kapelou's vision for the country. 
","","",""
"61","MEETING SET FOR TOMORROW MORNING","DOC_ID:  618.txt 
 SOURCE:  Central Bulletin 
 AUTHOR:   
 PUBLISHED:  19-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr. in town reporters will be descending on the GAStech - Kronos headquarters in droves with plenty of questions. and his GAStech - Kronos leadership group to comment on the IPO, their recent windfalls, and GAStech's plans for Kronos.
 
","DOC_ID:  711.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  19-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr.
 
","DOC_ID:  764.txt 
 SOURCE:  The Abila Post 
 AUTHOR:   
 PUBLISHED:  19-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
With a meeting set tomorrow at 8 AM, the recent Initial Public Offering, and CEO Sten Sanjorge, Jr. in town reporters will be descending on the GAStech - Kronos headquarters in droves with plenty of questions.
The Abila Post will be sending Haneson Ngohebo, writer of the On the Scene Blog, to live blog the event with the hopes of getting Sanjorge, Jr. and his GAStech - Kronos leadership group to comment on the IPO, their recent wind falls, and GAStech's plans for Kronos. 
","","",""
"62","Minister Nespola Champions Added Taxes on Oil, Gas Development","DOC_ID:  821.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  04-07-1999 
 LOCATION:  ABILA, Kronos 
 
 
Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%.  The raise in taxes on foreign gas and oil development is earmarked specifically for health care, clean water projects, and health education for rural areas.  Minster Nespola has long been a strong advocate of the health and well-being of our citizens, and his support for this measure adds to a long list of the actions he has undertaken on our behalf.  Last year, Minister Nespola created a program of financial incentives designed to bring qualified physicians to practice medicine in Abila.
 
","DOC_ID:  488.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Donato Petri 
 PUBLISHED:  03-07-1999 
 LOCATION:  ABILA, Kronos 
 
 
Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%.  The raise in taxes on foreign gas and oil development is earmarked specifically for health care, clean water projects, and health education for rural areas.  Minster Nespola has long been a strong advocate of the health and well-being of our citizens, and his support for this measure adds to a long list of the actions he has undertaken on our behalf.  Last year, Minister Nespola created a program of financial incentives designed to bring qualified physicians to practice medicine in Abila.  This program has added over a dozen highly trained doctors and specialists from all over the world to Abila General Hospital staff.
 
","DOC_ID:  640.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  04-07-1999 
 LOCATION:  ABILA, Kronos 
 
 
Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%.  The raise in taxes on foreign gas and oil development is earmarked specifically for health care, clean water projects, and health education for rural areas.
 
","","",""
"63","Minister of Health Dies Suddenly","DOC_ID:  306.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Eva Thayer 
 PUBLISHED:  14-06-2001 
 LOCATION:  ABILA, Kronos 
 
 
It is with great sorrow that we announce the death of Minister of Health Cesare Nespola.  Minister Nespola, 62, died peacefully in his sleep yesterday of a suspected heart attack.  A tireless champion for the welfare of our people, Nespola was a physician who had been picked to lead the Ministry of Health in 1995 by former president Araullo.  He was popular enough that President Kapelou retained him when he formed his cabinet in 2000.
Shortly after hearing of Nespola's death, President Kapelou announced that his nephew Vincent Kapelou would serve as his administration's new Minister of Health.  Vincent Kapelou, 28, has a Bachelor's of Science in chemistry and a Master's of Science in biochemistry from Tethys Central University. 
 
","DOC_ID:  746.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  15-06-2001 
 LOCATION:  ABILA, Kronos 
 
 
ABILA, Kronos - It is with great sorrow that we announce the death of Minister of Health Cesare Nespola. 
Shortly after hearing of Nespola's death, President Kapelou announced that his nephew Vincent Kapelou would serve as his administration's new Minister of Health.
 
","","","",""
"64","Minister of Health Receives Threats from POK","DOC_ID:  379.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Marcella Trapani 
 PUBLISHED:  20-07-2012 
 LOCATION:  ABILA, Kronos 
 
 
Police sources have informed the Kronos Star that Vincent Kapelou, Minister of Health, has received several threatening letters purporting to come from the POK.  ""I guess they're getting desperate for attention,"" Vincent Kapelou said in a phone interview.  ""Chances are this is nothing, but we're not going to take any chances. I have doubled the size of my security force and sent my family away on an extended vacation.""
Kapelou, 39, was appointed to the position of Minister of Health in 2001 after the death of Cesare Nespola.  Kapelou is the oldest son of President Kaeplou's brother, Andreas.
 
","DOC_ID:  797.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  08-03-2012 
 LOCATION:  ABILA, Kronos 
 
 
Police sources have stated that Vincent Kapelou, Minister of Health, has received several threatening letters purporting to come from the POK.
 
","","","",""
"65","MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING","DOC_ID:  612.txt 
 SOURCE:  All News Today 
 AUTHOR:   
 PUBLISHED:  08-07-1999 
 LOCATION:  ABILA, Kronos 
 
 
Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural towns.  Following a series of meetings with members of the activist group Protectors of Kronos (POK) the announcement was made last week.  ""We fight for clean water, good health and now we will have the funds to make this happen"", stated POK spokesperson Carmine Osvaldo. Osvaldo invoked the memory of Juliana Vann, a 10-year old girl who died last year from leukemia due to with benzene poisoning from gas drilling operations upstream from her home. 
The POK formed in 1997 in response to the pollution of the Elodis water supply and the resultant sickness and subsequent deaths of local residents.
 
","DOC_ID:  468.txt 
 SOURCE:  Homeland Illumination 
 AUTHOR:  Maha Salo 
 PUBLISHED:  07-07-1999 
 LOCATION:  ABILA, Kronos 
 
 
Prime Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural towns.  Following a series of meetings with members of the activist group Protectors of Kronos (POK) the announcement was made last week.
""Our path forward is clear,"" POK co-leader Carmine Osvaldo told the Homeland Illumination.  ""We fight for clean water, good health and now we will have the funds to make this happen.  Thanks to Minister Nespola no more children will have to die.""
Osvaldo refers to Juliana Vann, a 10-year old girl who died last year from leukemia due to with benzene poisoning from gas drilling operations upstream from her home.
The POK formed in 1997 in response to the pollution of the Elodis water supply and the resultant sickness and subsequent deaths of local residents.  
 
","DOC_ID:  267.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  08-07-1999 
 LOCATION:  ABILA, Kronos 
 
 
Prime Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural towns.  Following a series of meetings with members of the activist group Protectors of Kronos (POK) the announcement was made last week.
 
","","",""
"66","Ministry of Health Investigates Contamination Complaints","DOC_ID:  630.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Lelio Masin 
 PUBLISHED:  09-11-1998 
 LOCATION:  ABILA, Kronos 
 
 
Minister of Health Cesare Nespola announced today that his organization would be investigating claims of abnormal health issues in areas surrounding the Tiskele Bend drill site.  Minister Nespola said, ""We have no reason to believe that the drilling at Tiskele Bend has resulted in any contamination of surface or well water in the region.  However, I believe it is important as Minister of Health to do due diligence and investigate the reports of sickness near the Elodis township.  Taking care of our people is my number one priority.""
In related news, a press release from Nespola's office proclaimed that his office has granted a license to practice medicine to a Tethys oncologist, making him the first licensed oncologist in Kronos history.  Dr. Ronald Gerard will be a resident at the Abila General Hospital.
 
","DOC_ID:  467.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  10-11-1998 
 LOCATION:  ABILA, Kronos 
 
 
Minister of Health Cesare Nespola announced today that his organization would be investigating claims of abnormal health issues in areas surrounding the Tiskele Bend drill site.  However, I believe it is important as Minister of Health to do due diligence and investigate the reports of sickness near the Elodis township.
 
","","","",""
"67","Multi-Country Task Force Formed","DOC_ID:  590.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  22-10-2013 
 LOCATION:   
 
 
Interpol has announced the formation of a new multi-country task force to combat the increasingly wide distribution of the drug methyldimethyl cathinone (MDMC). 
This particular blend of the drug MDMC, also known by its street names ""cotton candy"", ""spice dreams"" and ""Tulip Blossom"", was found previously only in Asteria but has made its way to the streets of Tethys and other international countries.  ""An increase in mental health problems, including hallucinations and paranoia, accompanied by violent behavior and a marked increase in suicide rates are only a few of the indicators of the usage of this designer drug.""
 
","DOC_ID:  775.txt 
 SOURCE:  World Source 
 AUTHOR:   
 PUBLISHED:  22-10-2013 
 LOCATION:   
 
 
Interpol has announced the formation of a new multi-country task force to combat the increasingly wide distribution of the drug methyldimethyl cathinone (MDMC).  Heading the task force is Senior Inspector Robert Loblaw, a veteran officer who led the very successful Tethys Counterdrug Team. 
""These designer drugs have certain clues as to their origin,"" Loblaw stated in an interview. 
This particular blend of the drug MDMC, also known by its street names ""cotton candy"", ""spice dreams"" and ""Tulip Blossom"", was found previously only in Asteria but has made its way to the streets of Tethys and other international countries. 
The Asterian People's Army (APA) is a paramilitary organization which has been engaged in terrorist activities funded through its criminal enterprises, which include drug trafficking.  In recent years the APA has sought to build their brand through websites and the publication of a professional, high-quality magazine called ""Arise"". 
Senior Inspector Loblaw says the Tethys public statistics indicate MDMC is a growing problem with the country's youth.  ""An increase in mental health problems, including hallucinations and paranoia, accompanied by violent behavior and a marked increase in suicide rates are only a few of the indicators of the usage of this designer drug.""
 
","","","",""
"68","POK Anniversary Rally Ends in Riot","DOC_ID:  89.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  20-06-2012 
 LOCATION:  ABILA, Kronos 
 
 
POK members held a large demonstration in Abila yesterday.  Several dozen of their supporters held sit-ins in front of the capitol building and the presidential manor, while others took to the streets with their signs and chants.  Police called for the peaceful end to the sit-ins, but were answered with a barrage of rocks and bottles from the crowd.  The violence escalated into a full blown riot and police were forced to use tear gas, pepper spray, water cannons, and beanbags shot from shotguns to control the crowd.   
By the time the crowds finally dispersed, several government buildings had been vandalized, two police vehicles were ablaze, and the streets were littered with trash and broken glass.  Several protestors and police were injured, including one heroic police officer who was stabbed by a crazed protestor.
 
","DOC_ID:  364.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Marcella Trapani 
 PUBLISHED:  20-06-2012 
 LOCATION:  ABILA, Kronos 
 
 
POK members held a large demonstration in Abila yesterday.  Several dozen of their supporters held sit-ins in front of the capitol building and the presidential manor, while others took to the streets with their signs and chants.  Protestors handed out flyers to bystanders that alleged that our government is corrupt and ""the rich get richer on the backs of the poor"".  Police called for the peaceful end to the sit-ins, but were answered with a barrage of rocks and bottles from the crowd.  The violence escalated into a full blown riot and police were forced to use tear gas, pepper spray, water cannons, and beanbags shot from shotguns to control the crowd.  
By the time the crowds finally dispersed, several government buildings had been vandalized, two police vehicles were ablaze, and the streets were littered with trash and broken glass.  Several protestors and police were injured, including one heroic police officer who was stabbed by a crazed protestor.  The officer, whose name has been withheld for security reasons, is in critical condition at Abila General Hospital.
 
","DOC_ID:  785.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  20-06-2012 
 LOCATION:  ABILA, Kronos 
 
 
POK members held a large demonstration in Abila yesterday.  The violence escalated into a full blown riot and police were forced to use tear gas, pepper spray, water cannons, and beanbags shot from shotguns to control the crowd.  Several protestors and police were injured, including one heroic police officer who was stabbed by a crazed protestor.
 
","","",""
"69","POK Assault Police in Abila","DOC_ID:  333.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  16-12-2013 
 LOCATION:  ABILA, Kronos 
 
 
Police spokesman Adrien Carmen informed the media today that members of the POK assaulted a police patrol in Abila early this morning.  The POK thugs crept up on two patrol officers who were sitting in their vehicle and ambushed the men, bashing the windows of their car and dragging them out of the vehicle into the street.  The criminals then proceeded to deface the car with spray-painted POK logos. 
""Assaulting a police officer and destroying government property are serious crimes,"" Carmen said.
 
","DOC_ID:  181.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Marcella Trapani 
 PUBLISHED:  15-12-2013 
 LOCATION:  ABILA, Kronos 
 
 
Police spokesman Adrien Carmen informed the media today that members of the POK assaulted a police patrol in Abila early this morning.  The POK thugs crept up on two patrol officers who were sitting in their vehicle and ambushed the men, bashing the windows of their car and dragging them out of the vehicle into the street.  The officers were beaten, then tied and left in the trunk of their vehicle.  The criminals then proceeded to deface the car with spray-painted POK logos.
""Assaulting a police officer and destroying government property are serious crimes,"" Carmen said.  ""I want to assure the public that these men will be caught and brought to justice soon.""
 
","DOC_ID:  777.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  16-12-2013 
 LOCATION:  ABILA, Kronos 
 
 
Police spokesman Adrien Carmen informed the media today that members of the POK assaulted a police patrol in Abila early this morning.  The POK thugs crept up on two patrol officers who were sitting in their vehicle and ambushed the men, bashing the windows of their car and dragging them out of the vehicle into the street.
 
","","",""
"70","POK Kidnaps GAStech Employees","DOC_ID:  29.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today.  Abila police quickly secured the building and interviewed the remaining GAStech employees.  One employee, Edvard Vann of Abila, was questioned for hours because he shares a family name with several known POK members.  Vann denied involvement with the POK and claimed to have no knowledge of the kidnapping.  Tethyn federal law enforcement and representatives from the Tethyn Ministry of Foreign affairs flew to Kronos and were escorted to Abila police headquarters.
 
","DOC_ID:  461.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Marcella Trapani 
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today.  Abila police quickly secured the building and interviewed the remaining GAStech employees.  One employee, Edvard Vann of Abila, was questioned for hours because he shares a family name with several known POK members.  Vann denied involvement with the POK and claimed to have no knowledge of the kidnapping.  The POK has made no statements regarding the kidnapping.
GAStech sent officials from its home office in Centrum, Tethys to help police handle the incident.  Tethyn federal law enforcement and representatives from the Tethyn Ministry of Foreign affairs flew to Kronos and were escorted to Abila police headquarters.
 
","DOC_ID:  431.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  20-01-2014 
 LOCATION:  ABILA, Kronos 
 
 
The Protectors of Kronos (POK) are suspected of kidnapping up to fourteen GAStech employees from their headquarters building earlier today.  One employee, Edvard Vann of Abila, was questioned for hours because he shares a family name with several known POK members.
 
","","",""
"71","POK Labeled a ""Public Threat""","DOC_ID:  499.txt 
 SOURCE:  International News 
 AUTHOR:   
 PUBLISHED:  28-07-2011 
 LOCATION:  ABILA, Kronos 
 
 
In a statement to the press today, government spokesman Rufus Drymiau said of the POK: ""they are justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.""  Violence and vandalism have become a trademark of POK gatherings lately.  ""They have caused thousands of dollars in damage to buildings and businesses, showing they have little care for the plight of the people.
 
","DOC_ID:  548.txt 
 SOURCE:  Kronos Star 
 AUTHOR:  Eva Thayer 
 PUBLISHED:  27-07-2011 
 LOCATION:  ABILA, Kronos 
 
 
In a statement to the press today, government spokesman Rufus Drymiau said of the POK: ""they are justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.""  Violence and vandalism have become a trademark of POK gatherings lately.  ""They have caused thousands of dollars in damage to buildings and businesses, showing they have little care for the plight of the people.  President Kapelou will not let their mayhem continue unchallenged,"" said Drymiau.   
","DOC_ID:  45.txt 
 SOURCE:  News Online Today 
 AUTHOR:   
 PUBLISHED:  28-07-2011 
 LOCATION:  ABILA, Kronos 
 
 
In a statement to the press today, government spokesman Rufus Drymiau said of the POK: ""they are justifiably a public threat due to violent demonstrations, opportunistic vandalism, and clashes with the police.""
 
","","",""
